identifier,name,description, audience_size ,type,source,partner,path
6.00301E+12,Lake Michigan,,"1,719,780.00",interests,,,Interests/Additional interests/Lake Michigan
6.00405E+12,Ashdod,,"524,730.00",interests,,,Interests/Additional interests/Ashdod
6.0032E+12,Equidae,,"8,296,760.00",interests,,,Interests/Additional interests/Equidae
6.00325E+12,ATB-Market,,"48,440.00",interests,,,Interests/Additional interests/ATB-Market
1.03166E+14,Faculdade de Direito de Sí£o Bernardo do Campo (FDSBC),,"17,941.00",education_schools,,,Demographics/Education/Schools/Universities/Faculdade de Direito de Sí£o Bernardo do Campo (FDSBC)
6.00304E+12,Carl H. Eigenmann,,"36,410.00",interests,,,Interests/Additional interests/Carl H. Eigenmann
6.00313E+12,Cheilitis,,"851,660.00",interests,,,Interests/Additional interests/Cheilitis
6.0037E+12,Qianlong Emperor,,"112,890.00",interests,,,Interests/Additional interests/Qianlong Emperor
6.00333E+12,SDF,,"30,760.00",interests,,,Interests/Additional interests/SDF
6.00329E+12,Quebec,,"39,159,760.00",interests,,,Interests/Additional interests/Quebec
6.00322E+12,_Â_____´_Â,,"337,760.00",interests,,,Interests/Additional interests/_Â_____´_Â
1.10094E+14,Gewoon hoogleraar,,"8,594.00",work_positions,,,Demographics/Work/Job Titles/Gewoon hoogleraar
6.00342E+12,Institutional investor,,"1,030,700.00",interests,,,Interests/Additional interests/Institutional investor
1.08023E+14,UN/LOCODE:GBOXF,,"4,899.00",education_schools,,,Demographics/Education/Schools/Universities/UN/LOCODE:GBOXF
6.00397E+12,Henri Barbusse,,"605,800.00",interests,,,Interests/Additional interests/Henri Barbusse
6.00301E+12,bí_yí_k birlik partisi bbp,,"4,100.00",interests,,,Interests/Additional interests/bí_yí_k birlik partisi bbp
1.50684E+15,Arju Ahmad,,"113,100.00",interests,,,Interests/Additional interests/Arju Ahmad
6.00312E+12,Sel,,"152,570.00",interests,,,Interests/Additional interests/Sel
6.00315E+12,Hypothesis,,"1,240,260.00",interests,,,Interests/Additional interests/Hypothesis
6.00324E+12,Cleavage (crystal),,"4,365,240.00",interests,,,Interests/Additional interests/Cleavage (crystal)
2.05688E+14,Bank of Palestine | øÂ™Ê™€ ™Å™‹ø_ø‡™_™Ê,,"2,372.00",work_employers,,,Demographics/Work/Employers/Bank of Palestine | øÂ™Ê™€ ™Å™‹ø_ø‡™_™Ê
6.00366E+12,Yabloko,,"98,060.00",interests,,,Interests/Additional interests/Yabloko
6.00324E+12,Pakistani rupee,,"2,238,920.00",interests,,,Interests/Additional interests/Pakistani rupee
1.28337E+14,UERJ/FFP,,"3,871.00",education_schools,,,Demographics/Education/Schools/Universities/UERJ/FFP
6.00334E+12,Basque Country (autonomous community),,"2,163,200.00",interests,,,Interests/Additional interests/Basque Country (autonomous community)
6.0029E+12,Eidgenossenschaft,,"19,660.00",interests,,,Interests/Additional interests/Eidgenossenschaft
6.00332E+12,Washington (state),,"7,368,090.00",interests,,,Interests/Additional interests/Washington (state)
6.00345E+12,Gic,,"4,690.00",interests,,,Interests/Additional interests/Gic
6.00355E+12,Jeff Kinney (writer),,"4,082,320.00",interests,,,Interests/Additional interests/Jeff Kinney (writer)
2.38988E+14,Beogradska poslovna Åçkola,,"12,570.00",education_schools,,,Demographics/Education/Schools/Universities/Beogradska poslovna Åçkola
6.00335E+12,Ashley Graham,,"1,659,000.00",interests,,,Interests/Additional interests/Ashley Graham
6.00339E+12,Rajinikanth,,"7,697,100.00",interests,,,Interests/Additional interests/Rajinikanth
6.00374E+12,Benelux,,"2,745,100.00",interests,,,Interests/Additional interests/Benelux
6.0034E+12,Aí¿n Tí©mouchent,,"97,160.00",interests,,,Interests/Additional interests/Aí¿n Tí©mouchent
6.01248E+12,Etuovi.com,,"45,620.00",interests,,,Interests/Additional interests/Etuovi.com
6.00318E+12,Dot (diacritic),,"482,980.00",interests,,,Interests/Additional interests/Dot (diacritic)
6.00328E+12,Hazard,,"5,694,210.00",interests,,,Interests/Additional interests/Hazard
1.33279E+14,Atatí_rk íìniversitesi,,"334,878.00",education_schools,,,Demographics/Education/Schools/Universities/Atatí_rk íìniversitesi
6.0035E+12,Acar,,"533,580.00",interests,,,Interests/Additional interests/Acar
6.00331E+12,AC/DC - Black Ice,,"15,060.00",interests,,,Interests/Additional interests/AC/DC - Black Ice
6.00338E+12,adidas Football,,"14,836,110.00",interests,,,Interests/Additional interests/adidas Football
6.00439E+12,LG,People who access the Internet through an LG Android mobile device,"87,516,059.00",behaviors,,,Behaviours/Mobile Device User/All Mobile Devices by Brand/LG
6.0063E+12,Primary OS Windows 8,People who primarily connect to Facebook using Windows 8.,"85,827,265.00",behaviors,,,Behaviours/Digital activities/Operating System Used/Primary OS Windows 8
1.34397E+14,Lesa badry awy,,"2,023.00",work_employers,,,Demographics/Work/Employers/Lesa badry awy
6.00313E+12,Anglican Church Grammar School,,"25,650.00",interests,,,Interests/Additional interests/Anglican Church Grammar School
6.00318E+12,Silver (color),,"1,407,650.00",interests,,,Interests/Additional interests/Silver (color)
6.01559E+12,Primary Browser: Internet Explorer,People who primarily connect to Facebook using Internet Explorer.,"84,262,147.00",behaviors,,,Behaviours/Digital activities/Internet Browser Used/Primary Browser: Internet Explorer
6.00297E+12,Wan Azizah Wan Ismail,,"906,440.00",interests,,,Interests/Additional interests/Wan Azizah Wan Ismail
6.03064E+12,Home improvement,Consumers who are likely to spend on home improvement.,"80,874,900.00",behaviors,Provided by Experian,Experian,Behaviours/Purchase behavior/Home and garden/Home improvement
6.01804E+12,APhA - American Pharmacists Association,,"143,000.00",interests,,,Interests/Additional interests/APhA - American Pharmacists Association
6.00332E+12,AEP Paphos F.C.,,"54,140.00",interests,,,Interests/Additional interests/AEP Paphos F.C.
6.00328E+12,Agar,,"3,100,080.00",interests,,,Interests/Additional interests/Agar
1.98605E+14,Ardrey Kell High School,,"7,834.00",education_schools,,,Demographics/Education/Schools/Universities/Ardrey Kell High School
6.00316E+12,Vatican City,,"6,735,560.00",interests,,,Interests/Additional interests/Vatican City
4.72311E+14,ACM Neto,,"394,220.00",interests,,,Interests/Additional interests/ACM Neto
6.00327E+12,Yamuna,,"3,737,750.00",interests,,,Interests/Additional interests/Yamuna
6.00325E+12,DDB,,"25,430.00",interests,,,Interests/Additional interests/DDB
6.00295E+12,MLL,,658,interests,,,Interests/Additional interests/MLL
6.00345E+12,RMON,,"55,200.00",interests,,,Interests/Additional interests/RMON
6.00311E+12,AskMeNow,,"1,332,750.00",interests,,,Interests/Additional interests/AskMeNow
6.003E+12,Edin DÅ_eko,,"2,115,080.00",interests,,,Interests/Additional interests/Edin DÅ_eko
6.00407E+12,ø_ø_ø© ø±™ƒø_ ø_™‹ø_ø_ø©,,"22,440.00",interests,,,Interests/Additional interests/ø_ø_ø© ø±™ƒø_ ø_™‹ø_ø_ø©
1.15351E+14,Al-Q,,"330,114.00",work_employers,,,Demographics/Work/Employers/Al-Q
6.00329E+12,ReÅôat Nuri Gí_ntekin,,"36,710.00",interests,,,Interests/Additional interests/ReÅôat Nuri Gí_ntekin
6.00302E+12,Akora Khattak,,"23,410.00",interests,,,Interests/Additional interests/Akora Khattak
1.42447E+15,Sais-tu rire?,,"737,070.00",interests,,,Interests/Additional interests/Sais-tu rire?
6.00328E+12,Christina Aguilera,,"20,528,560.00",interests,,,Interests/Additional interests/Christina Aguilera
6.00328E+12,Spazieren Gehen,,"22,450.00",interests,,,Interests/Additional interests/Spazieren Gehen
6.72526E+14,Joint Base McGuireäóñDixäóñLakehurst,,"72,100.00",interests,,,Interests/Additional interests/Joint Base McGuireäóñDixäóñLakehurst
6.00318E+12,Vijay Mallya,,"185,600.00",interests,,,Interests/Additional interests/Vijay Mallya
6.00334E+12,Data visualization,,"423,830.00",interests,,,Interests/Additional interests/Data visualization
6.00474E+12,Shades of red,,"371,520.00",interests,,,Interests/Additional interests/Shades of red
6.0123E+12,Amzer,,"152,210.00",interests,,,Interests/Additional interests/Amzer
6.01713E+12,Ah Moon,,"1,066,000.00",interests,,,Interests/Additional interests/Ah Moon
6.00334E+12,NHK,,"2,585,310.00",interests,,,Interests/Additional interests/NHK
6.00354E+12,Fomento de Construcciones y Contratas,,"28,080.00",interests,,,Interests/Additional interests/Fomento de Construcciones y Contratas
6.00306E+12,XNU,,"299,160.00",interests,,,Interests/Additional interests/XNU
6.00328E+12,Lox,,"112,620.00",interests,,,Interests/Additional interests/Lox
6.00297E+12,Athletics at the 2010 Asian Games,,"3,470.00",interests,,,Interests/Additional interests/Athletics at the 2010 Asian Games
6.99397E+14,ABA English,,"1,985,690.00",interests,,,Interests/Additional interests/ABA English
6.00354E+12,Drum and bass,,"23,400,070.00",interests,,,Interests/Additional interests/Drum and bass
6.01329E+12,New York State AFL-CIO,,"30,850.00",interests,,,Interests/Additional interests/New York State AFL-CIO
6.00311E+12,Argent,,"1,951,040.00",interests,,,Interests/Additional interests/Argent
4.05269E+14,Aadhar Card,,"3,109.00",work_employers,,,Demographics/Work/Employers/Aadhar Card
6.00373E+12,WWE Afterburn,,"560,590.00",interests,,,Interests/Additional interests/WWE Afterburn
1.13087E+14,BChir,,"11,891.00",work_employers,,,Demographics/Work/Employers/BChir
1.08376E+14,Oda Senior High School (Odasco),,"3,187.00",education_schools,,,Demographics/Education/Schools/Universities/Oda Senior High School (Odasco)
6.01438E+12,øµø_ø© ™_™‹™_ø_™‰ø© øÂø¿™Ê™_ø©,,"409,040.00",interests,,,Interests/Additional interests/øµø_ø© ™_™‹™_ø_™‰ø© øÂø¿™Ê™_ø©
79747957892,BBVA Compass,,"5,045.00",work_employers,,,Demographics/Work/Employers/BBVA Compass
6.00296E+12,Stock market index,,"3,738,150.00",interests,,,Interests/Additional interests/Stock market index
6.00317E+12,Balad (political party),,"2,859,420.00",interests,,,Interests/Additional interests/Balad (political party)
6.01163E+12,aalborg lufthavn,,"49,470.00",interests,,,Interests/Additional interests/aalborg lufthavn
6.00328E+12,Pecinta anjing indonesia,,"4,279.00",interests,,,Interests/Additional interests/Pecinta anjing indonesia
6.0034E+12,Running,,"237,217,374.00",interests,,,Interests/Fitness and wellness/Running
6.0034E+12,Gabrielle (singer),,"2,521,280.00",interests,,,Interests/Additional interests/Gabrielle (singer)
1.03151E+14,RNoAF,,"5,452.00",work_employers,,,Demographics/Work/Employers/RNoAF
6.00366E+12,Deliverance,,"160,740.00",interests,,,Interests/Additional interests/Deliverance
6.01054E+12,Istanbul AydÛ±n University,,"208,760.00",interests,,,Interests/Additional interests/Istanbul AydÛ±n University
6.0037E+12,Gratitude,,"213,569,990.00",interests,,,Interests/Additional interests/Gratitude
6.00484E+12,EXID,,"2,193,290.00",interests,,,Interests/Additional interests/EXID
1.12455E+14,RKM Vivekananda College,,"13,576.00",education_schools,,,Demographics/Education/Schools/Universities/RKM Vivekananda College
6.01921E+12,Stan Wawrinka,,"1,433,810.00",interests,,,Interests/Additional interests/Stan Wawrinka
6.01768E+12,Fresh & healthy,Consumers whose full basket profile suggest they buy fresh & healthy ,"80,401,000.00",behaviors,Loyalty card and transaction-level household purchase data with multi-channel coverage across all product categories.,DLX,Behaviours/Purchase behavior/Food and drink/Fresh & Healthy/Fresh & healthy
6.00288E+12,Ordubad District,,"6,500.00",interests,,,Interests/Additional interests/Ordubad District
6.0033E+12,Oprah Winfrey,,"17,112,460.00",interests,,,Interests/Additional interests/Oprah Winfrey
1.13175E+14,Dietitian (Erní_ringsfysiolog),,"69,476.00",work_positions,,,Demographics/Work/Job Titles/Dietitian (Erní_ringsfysiolog)
1.58484E+15,Rare Life,,"282,100.00",interests,,,Interests/Additional interests/Rare Life
6.00339E+12,Kazimierz,,"74,740.00",interests,,,Interests/Additional interests/Kazimierz
6.003E+12,Weaning,,"3,135,230.00",interests,,,Interests/Additional interests/Weaning
6.00352E+12,Dru,, -   ,interests,,,Interests/Additional interests/Dru
6.00545E+12,Fifty Shades of Grey,,"22,604,600.00",interests,,,Interests/Additional interests/Fifty Shades of Grey
6.00788E+12,Spring fever,,"133,850.00",interests,,,Interests/Additional interests/Spring fever
6.00312E+12,Sampling (statistics),,"318,820.00",interests,,,Interests/Additional interests/Sampling (statistics)
1.0947E+14,FMC Corporation,,"4,607.00",work_employers,,,Demographics/Work/Employers/FMC Corporation
6.00322E+12,deal,,"135,740.00",interests,,,Interests/Additional interests/deal
6.00365E+12,Fire apparatus,,"726,420.00",interests,,,Interests/Additional interests/Fire apparatus
6.00335E+12,Ahumada Municipality,,"98,060.00",interests,,,Interests/Additional interests/Ahumada Municipality
6.0033E+12,Al-Ahram Hebdo,,"7,900.00",interests,,,Interests/Additional interests/Al-Ahram Hebdo
6.00313E+12,Psychedelic rock,,"59,361,490.00",interests,,,Interests/Additional interests/Psychedelic rock
6.00385E+12,Kajal Aggarwal,,"19,948,540.00",interests,,,Interests/Additional interests/Kajal Aggarwal
6.0034E+12,Nex,,"551,930.00",interests,,,Interests/Additional interests/Nex
6.01463E+12,AIPP (Australian Institute of Professional Photography),,782,interests,,,Interests/Additional interests/AIPP (Australian Institute of Professional Photography)
6.00323E+12,Aid,,"1,538,500.00",interests,,,Interests/Additional interests/Aid
5.59084E+14,University of Fiji (Universidad de Fiyi),,"4,497.00",education_schools,,,Demographics/Education/Schools/Universities/University of Fiji (Universidad de Fiyi)
6.0031E+12,Amstelveen,,"372,640.00",interests,,,Interests/Additional interests/Amstelveen
6.00322E+12,Keanu Reeves,,"5,836,930.00",interests,,,Interests/Additional interests/Keanu Reeves
6.00408E+12,Black Eyed Peas (BEP),,"107,540.00",interests,,,Interests/Additional interests/Black Eyed Peas (BEP)
6.0034E+12,Rage (TV program),,"5,435,730.00",interests,,,Interests/Additional interests/Rage (TV program)
6.00361E+12,pns,,"56,930.00",interests,,,Interests/Additional interests/pns
6.00346E+12,Ruwais,,"42,240.00",interests,,,Interests/Additional interests/Ruwais
6.00318E+12,IU (singer),,"1,782,500.00",interests,,,Interests/Additional interests/IU (singer)
6.0036E+12,KHS,,"9,800.00",interests,,,Interests/Additional interests/KHS
6.00313E+12,Lost and found,,"2,347,440.00",interests,,,Interests/Additional interests/Lost and found
1.0939E+14,Berlin School of Economics and Law (FHW Berlin),,"23,414.00",education_schools,,,Demographics/Education/Schools/Universities/Berlin School of Economics and Law (FHW Berlin)
6.00328E+12,West African CFA franc,,"421,170.00",interests,,,Interests/Additional interests/West African CFA franc
6.00314E+12,TNC,,"24,320.00",interests,,,Interests/Additional interests/TNC
6.0035E+12,TES,,"135,890.00",interests,,,Interests/Additional interests/TES
2.67911E+14,Govt sen.sec school amloh,,"3,808.00",education_schools,,,Demographics/Education/Schools/Universities/Govt sen.sec school amloh
6.01407E+12,Ankara Etkinlik Rehberi,,"56,280.00",interests,,,Interests/Additional interests/Ankara Etkinlik Rehberi
6.01328E+12,Fíçbrica e Distribuidora de Bolsas Femininas FBF - Atacado,,"79,630.00",interests,,,Interests/Additional interests/Fíçbrica e Distribuidora de Bolsas Femininas FBF - Atacado
6.0037E+12,Aalborg Pirates,,"104,740.00",interests,,,Interests/Additional interests/Aalborg Pirates
6.00335E+12,™Åø_ø_øÈ™_™Ê ø_™Åø_™Å ™‹™€™‹ ø_ø±™_ø_ø© øå™ƒ™_™_™_™‹™ˆ,,"7,850.00",interests,,,Interests/Additional interests/™Åø_ø_øÈ™_™Ê ø_™Åø_™Å ™‹™€™‹ ø_ø±™_ø_ø© øå™ƒ™_™_™_™‹™ˆ
6.00326E+12,That's So Raven,,"1,428,750.00",interests,,,Interests/Additional interests/That's So Raven
1.63571E+14,BBC World Service,,"5,674.00",work_employers,,,Demographics/Work/Employers/BBC World Service
6.00336E+12,DOM,,"223,280.00",interests,,,Interests/Additional interests/DOM
2.38906E+14,BIAT,,"2,959.00",work_employers,,,Demographics/Work/Employers/BIAT
6.00371E+12,Economic system,,"3,933,480.00",interests,,,Interests/Additional interests/Economic system
6.00347E+12,RTí_ Guide,,"151,800.00",interests,,,Interests/Additional interests/RTí_ Guide
6.01591E+12,artFido - fetching art,,"2,190,810.00",interests,,,Interests/Additional interests/artFido - fetching art
6.00337E+12,Radio Bizerte ø±ø_ø¿™_™_ øÂ™Êø_ø±øÈ,,"288,390.00",interests,,,Interests/Additional interests/Radio Bizerte ø±ø_ø¿™_™_ øÂ™Êø_ø±øÈ
2.72753E+14,Rosales National High School (RNHS),,"50,078.00",education_schools,,,Demographics/Education/Schools/Universities/Rosales National High School (RNHS)
6.00297E+12,Blic,,"1,518,180.00",interests,,,Interests/Additional interests/Blic
6.00346E+12,Laurel Aitken,,"41,660.00",interests,,,Interests/Additional interests/Laurel Aitken
6.00324E+12,Qsquare __åç‚»_»‰ÎÁ_Îé£ÎæÇ,,"72,380.00",interests,,,Interests/Additional interests/Qsquare __åç‚»_»‰ÎÁ_Îé£ÎæÇ
6.0031E+12,Liquid,,"65,194,420.00",interests,,,Interests/Additional interests/Liquid
6.00326E+12,fubles.com,,"12,540.00",interests,,,Interests/Additional interests/fubles.com
6.0032E+12,Fuheis,,"267,480.00",interests,,,Interests/Additional interests/Fuheis
6.00328E+12,LPO,,"4,160.00",interests,,,Interests/Additional interests/LPO
6.00321E+12,1973 oil crisis,,"456,130.00",interests,,,Interests/Additional interests/1973 oil crisis
6.00376E+12,Fantastic Plastic Machine (musician),,"17,110.00",interests,,,Interests/Additional interests/Fantastic Plastic Machine (musician)
6.0035E+12,Batman,,"32,485,460.00",interests,,,Interests/Additional interests/Batman
1.08599E+14,"RSD College, Ferozepur City",,"6,495.00",education_schools,,,"Demographics/Education/Schools/Universities/RSD College, Ferozepur City"
6.00289E+12,Automattic,,"73,320.00",interests,,,Interests/Additional interests/Automattic
6.00327E+12,Wuppertal,,"793,380.00",interests,,,Interests/Additional interests/Wuppertal
6.0039E+12,Angelo Ogbonna,,"88,400.00",interests,,,Interests/Additional interests/Angelo Ogbonna
6.00313E+12,San Sebastiíçn Gipuzkoa BC,,"24,400.00",interests,,,Interests/Additional interests/San Sebastiíçn Gipuzkoa BC
6.0035E+12,Air University (United States Air Force),,"3,370.00",interests,,,Interests/Additional interests/Air University (United States Air Force)
6.00315E+12,EGE,,"41,200.00",interests,,,Interests/Additional interests/EGE
6.00318E+12,ADHD Norge,,"17,060.00",interests,,,Interests/Additional interests/ADHD Norge
6.00329E+12,CF Gavíæ,,"93,040.00",interests,,,Interests/Additional interests/CF Gavíæ
6.00318E+12,GAA,,"27,865.00",interests,,,Interests/Additional interests/GAA
2.56263E+14,Banoosh,,"3,614.00",work_employers,,,Demographics/Work/Employers/Banoosh
6.00323E+12,Vosges,,"463,380.00",interests,,,Interests/Additional interests/Vosges
4.10635E+14,Nadia Aboulhosn,,"544,730.00",interests,,,Interests/Additional interests/Nadia Aboulhosn
1.2581E+14,AGM High School,,"5,120.00",education_schools,,,Demographics/Education/Schools/Universities/AGM High School
6.01157E+12,Asbooks,,"183,420.00",interests,,,Interests/Additional interests/Asbooks
6.00348E+12,Royal Canin,,"4,169,500.00",interests,,,Interests/Additional interests/Royal Canin
6.03104E+12,Coupon users,Consumers who are likely to use coupons.,"79,374,400.00",behaviors,Provided by Experian,Experian,Behaviours/Purchase behavior/Buyer profiles/Coupon users
6.0031E+12,Bipartisanship,,"1,559,430.00",interests,,,Interests/Additional interests/Bipartisanship
6.00349E+12,Bin bag,,"2,161,170.00",interests,,,Interests/Additional interests/Bin bag
6.00317E+12,Skewer (chess),,"1,347,270.00",interests,,,Interests/Additional interests/Skewer (chess)
1.34857E+14,Esc. Sec. #1 Prof. Emilio Rdz. Cortez,,"4,865.00",education_schools,,,Demographics/Education/Schools/Universities/Esc. Sec. #1 Prof. Emilio Rdz. Cortez
6.0036E+12,Radio EPGB,,"19,690.00",interests,,,Interests/Additional interests/Radio EPGB
6.00343E+12,Sofiane Feghouli,,"574,730.00",interests,,,Interests/Additional interests/Sofiane Feghouli
6.01537E+12,Summer Bernard IFBB Pro,,"1,261,110.00",interests,,,Interests/Additional interests/Summer Bernard IFBB Pro
6.00345E+12,Musiques du Monde (RFI),,"13,520.00",interests,,,Interests/Additional interests/Musiques du Monde (RFI)
69098392233,"BDO USA, LLP",,"5,909.00",work_employers,,,"Demographics/Work/Employers/BDO USA, LLP"
1.65311E+15,CGV,,"1,814,900.00",interests,,,Interests/Additional interests/CGV
6.00296E+12,Estíçdio do Arruda,,"181,860.00",interests,,,Interests/Additional interests/Estíçdio do Arruda
6.00328E+12,Pangolin,,"1,369,240.00",interests,,,Interests/Additional interests/Pangolin
6.00324E+12,Flensburg,,"344,530.00",interests,,,Interests/Additional interests/Flensburg
6.00288E+12,Fifth Avenue,,"3,894,240.00",interests,,,Interests/Additional interests/Fifth Avenue
6.003E+12,Geyser,,"869,670.00",interests,,,Interests/Additional interests/Geyser
6.00334E+12,Bahareh Rahnama | øÂ™ˆø_ø±™ˆ ø±™ˆ™Ê™ƒø_,,"4,920.00",interests,,,Interests/Additional interests/Bahareh Rahnama | øÂ™ˆø_ø±™ˆ ø±™ˆ™Ê™ƒø_
5.16754E+14,Erfinder,,"4,670.00",work_positions,,,Demographics/Work/Job Titles/Erfinder
6.00328E+12,shym,,"921,550.00",interests,,,Interests/Additional interests/shym
6.01586E+12,Accounting and Auditing Organization for Islamic Financial Institutions,,"10,170.00",interests,,,Interests/Additional interests/Accounting and Auditing Organization for Islamic Financial Institutions
1.40834E+14,BCA College,,"11,451.00",education_schools,,,Demographics/Education/Schools/Universities/BCA College
6.00324E+12,Menachem Begin,,"84,980.00",interests,,,Interests/Additional interests/Menachem Begin
6.00313E+12,Afro,,"6,076,040.00",interests,,,Interests/Additional interests/Afro
6.00404E+12,AMD K5,,"1,516,440.00",interests,,,Interests/Additional interests/AMD K5
6.0035E+12,Peering,,"111,590.00",interests,,,Interests/Additional interests/Peering
6.00339E+12,QOTD,,"562,520.00",interests,,,Interests/Additional interests/QOTD
6.00328E+12,Richard Dawkins,,"2,153,190.00",interests,,,Interests/Additional interests/Richard Dawkins
6.00291E+12,QoQa France,,"7,640.00",interests,,,Interests/Additional interests/QoQa France
1.22599E+14,AUL University,,"11,357.00",education_schools,,,Demographics/Education/Schools/Universities/AUL University
6.0032E+12,BPL Group,,"17,700.00",interests,,,Interests/Additional interests/BPL Group
6.00305E+12,Photo uploaders,Users who have uploaded &gt;50 photos on Facebook in that last month.,"76,766,092.00",behaviors,,,Behaviours/Digital activities/Photo uploaders
1.07929E+14,ACS Technologies,,"5,480.00",work_employers,,,Demographics/Work/Employers/ACS Technologies
6.00298E+12,Wand,,"4,404,750.00",interests,,,Interests/Additional interests/Wand
6.01325E+12,Azteca Trends,,"151,580.00",interests,,,Interests/Additional interests/Azteca Trends
1.03999E+14,Master of Business Administration (BBA),,"25,004.00",work_employers,,,Demographics/Work/Employers/Master of Business Administration (BBA)
1.03082E+14,Acrobatics,,"2,172.00",work_positions,,,Demographics/Work/Job Titles/Acrobatics
1.271E+14,Aroma College of Applied Science and Management,,"5,304.00",education_schools,,,Demographics/Education/Schools/Universities/Aroma College of Applied Science and Management
1.31285E+14,QNB Finansbank,,"25,383.00",work_employers,,,Demographics/Work/Employers/QNB Finansbank
6.00328E+12,Rihanna FAN,,"25,310.00",interests,,,Interests/Additional interests/Rihanna FAN
1.1652E+14,"Staff model secondary school, Agbor",,"3,937.00",education_schools,,,"Demographics/Education/Schools/Universities/Staff model secondary school, Agbor"
1.09558E+14,Dr. Ronald Ervin McNair Academic High School,,"7,799.00",education_schools,,,Demographics/Education/Schools/Universities/Dr. Ronald Ervin McNair Academic High School
6.00303E+12,Le Zí©nith,,"102,550.00",interests,,,Interests/Additional interests/Le Zí©nith
6.00314E+12,Amy Porterfield,,"1,844,563.00",interests,,,Interests/Additional interests/Amy Porterfield
6.00289E+12,Formosan languages,,"205,130.00",interests,,,Interests/Additional interests/Formosan languages
6.00326E+12,Pirate Parties International,,"229,100.00",interests,,,Interests/Additional interests/Pirate Parties International
1.15864E+14,Elsanawya bnat,,"15,357.00",education_schools,,,Demographics/Education/Schools/Universities/Elsanawya bnat
6.00322E+12,Cream,,"66,395,680.00",interests,,,Interests/Additional interests/Cream
6.0037E+12,Gloria Estefan,,"4,010,600.00",interests,,,Interests/Additional interests/Gloria Estefan
6.00303E+12,Ramstein Air Base,,"284,850.00",interests,,,Interests/Additional interests/Ramstein Air Base
6.00349E+12,Centaurus,,"688,760.00",interests,,,Interests/Additional interests/Centaurus
6.00397E+12,Purchasing power parity,,"3,161,240.00",interests,,,Interests/Additional interests/Purchasing power parity
4.00655E+14,GeBBS Healthcare Solutions,,"2,498.00",work_employers,,,Demographics/Work/Employers/GeBBS Healthcare Solutions
6.00318E+12,Ring name,,"31,178,870.00",interests,,,Interests/Additional interests/Ring name
6.00313E+12,Bled,,"143,300.00",interests,,,Interests/Additional interests/Bled
6.00335E+12,ETFs,,750,interests,,,Interests/Additional interests/ETFs
6.00335E+12,Eyyvah Eyvah,,"481,050.00",interests,,,Interests/Additional interests/Eyyvah Eyvah
6.00367E+12,Ford Motor Company,,"70,747,270.00",interests,,,Interests/Additional interests/Ford Motor Company
6.00325E+12,Construction aggregate,,"836,090.00",interests,,,Interests/Additional interests/Construction aggregate
6.00336E+12,Bjí_rk (album),,"1,864,350.00",interests,,,Interests/Additional interests/Bjí_rk (album)
1.13137E+14,Qwest,,"24,593.00",work_employers,,,Demographics/Work/Employers/Qwest
6.00294E+12,Rolex Learning Center,,"4,780.00",interests,,,Interests/Additional interests/Rolex Learning Center
6.0199E+12,Spanish Agency for International Development Cooperation,,"81,330.00",interests,,,Interests/Additional interests/Spanish Agency for International Development Cooperation
6.00323E+12,New Year's Eve,,"10,144,100.00",interests,,,Interests/Additional interests/New Year's Eve
6.00316E+12,Asymmetry,,"719,690.00",interests,,,Interests/Additional interests/Asymmetry
6.00334E+12,Roxette discography,,"870,090.00",interests,,,Interests/Additional interests/Roxette discography
2.51124E+14,Cadi Ayyad University,,"158,161.00",education_schools,,,Demographics/Education/Schools/Universities/Cadi Ayyad University
6.00339E+12,Oui,,"166,620.00",interests,,,Interests/Additional interests/Oui
9130491482,BCA,,"6,587.00",work_employers,,,Demographics/Work/Employers/BCA
6.00349E+12,Mutual aid (organization theory),,"699,050.00",interests,,,Interests/Additional interests/Mutual aid (organization theory)
6.00342E+12,RTL,,"1,164,700.00",interests,,,Interests/Additional interests/RTL
1.68061E+14,"Gandhi Engineering College(GEC),Bhubaneswar",,"4,780.00",education_schools,,,"Demographics/Education/Schools/Universities/Gandhi Engineering College(GEC),Bhubaneswar"
6.01674E+12,Q Link Wireless,,"364,240.00",interests,,,Interests/Additional interests/Q Link Wireless
1.04112E+14,French Community of Belgium (FWB),,"3,147.00",work_employers,,,Demographics/Work/Employers/French Community of Belgium (FWB)
6.00299E+12,ö_‰öŸ‹öŸ£öŸˆöŸÅöŸ_öŸ£öŸ£öŸ±öŸÅöŸ©ö_ëö_ÅöŸçöŸ_ öŸ_öŸ±öŸ»öŸ»ö__öŸ_ö_€öŸ_ö_€öŸ‚ö__ö_ÅöŸçöŸ_öŸ_öŸ£,,"424,630.00",interests,,,Interests/Additional interests/ö_‰öŸ‹öŸ£öŸˆöŸÅöŸ_öŸ£öŸ£öŸ±öŸÅöŸ©ö_ëö_ÅöŸçöŸ_ öŸ_öŸ±öŸ»öŸ»ö__öŸ_ö_€öŸ_ö_€öŸ‚ö__ö_ÅöŸçöŸ_öŸ_öŸ£
6.00363E+12,Auckland Region,,"470,490.00",interests,,,Interests/Additional interests/Auckland Region
6.00328E+12,Ardit Gjebrea,,"205,060.00",interests,,,Interests/Additional interests/Ardit Gjebrea
6.00333E+12,RPGamer,,385,interests,,,Interests/Additional interests/RPGamer
1.16196E+14,RKT College,,"8,208.00",education_schools,,,Demographics/Education/Schools/Universities/RKT College
